"caseid","year","rr","rr_lag","union_now","union_past","union_gained","union_lost","age","female","educ","faminc","pid7"
64542,"2012",0.875,0.875,1,0,0,0,52,0,3,15,7
64542,"2014",0.875,0.875,1,0,0,0,52,0,3,15,6
8322,"2010",0,NA,1,0,NA,NA,47,0,6,12,1
8322,"2012",0.25,0,1,0,0,0,47,0,6,15,1
8322,"2014",0.125,0.25,1,0,0,0,47,0,6,15,1
14675,"2010",1,NA,1,0,NA,NA,35,0,6,7,5
14675,"2012",1,1,1,0,0,0,35,0,5,15,6
14675,"2014",1,1,1,0,0,0,35,0,5,15,5
51883,"2010",0.5,NA,1,0,NA,NA,58,0,2,2,4
51883,"2012",0.5,0.5,1,0,0,0,58,0,2,15,4
51883,"2014",0.375,0.5,1,0,0,0,58,0,3,15,4
83418,"2010",0.25,NA,1,0,NA,NA,58,0,3,6,4
83418,"2012",0.25,0.25,1,0,0,0,58,0,3,15,4
83418,"2014",0.375,0.25,1,0,0,0,58,0,3,15,4
52734,"2010",0.625,NA,1,0,NA,NA,65,1,3,15,1
52734,"2012",0.5,0.625,1,0,0,0,65,1,3,15,1
52734,"2014",0.375,0.5,1,0,0,0,65,1,3,15,1
78973,"2010",1,NA,1,0,NA,NA,52,0,3,6,5
78973,"2012",1,1,1,0,0,0,52,0,3,15,5
78973,"2014",1,1,1,0,0,0,52,0,3,15,5
29410,"2010",0.625,NA,1,0,NA,NA,70,0,5,10,7
29410,"2012",0.75,0.625,1,0,0,0,70,0,5,15,7
29410,"2014",0.625,0.75,1,0,0,0,70,0,5,15,7
14752,"2010",0.875,NA,1,0,NA,NA,63,0,3,13,5
14752,"2012",1,0.875,1,0,0,0,63,0,2,NA,5
14752,"2014",0.625,1,1,0,0,0,63,0,2,NA,5
3345,"2010",1,NA,1,0,NA,NA,62,0,5,11,5
3345,"2012",1,1,1,0,0,0,62,0,5,15,6
3345,"2014",1,1,1,0,0,0,62,0,5,15,5
3671,"2010",1,NA,1,0,NA,NA,68,0,5,15,7
3671,"2012",1,1,1,0,0,0,68,0,5,NA,7
3671,"2014",1,1,1,0,0,0,68,0,3,NA,7
56199,"2010",0.5,NA,0,0,NA,NA,54,1,4,15,1
56199,"2012",0.125,0.5,0,1,0,1,54,1,4,15,1
56199,"2014",0.125,0.125,0,1,0,0,54,1,4,15,1
35553,"2010",1,NA,1,0,NA,NA,65,1,2,15,7
35553,"2012",1,1,1,0,0,0,65,1,2,NA,7
35553,"2014",1,1,1,0,0,0,65,1,2,NA,7
785,"2010",0.5,NA,1,0,NA,NA,59,1,3,11,4
785,"2012",1,0.5,1,0,0,0,59,1,3,NA,4
785,"2014",0.75,1,1,0,0,0,59,1,3,NA,4
53253,"2010",0.5,NA,1,0,NA,NA,28,0,3,8,3
53253,"2012",0.375,0.5,1,0,0,0,28,0,3,15,3
53253,"2014",0.5,0.375,1,0,0,0,28,0,3,15,3
2596,"2010",0.5,NA,1,0,NA,NA,52,0,5,14,1
2596,"2012",0.5,0.5,1,0,0,0,52,0,5,15,1
2596,"2014",0.5,0.5,1,0,0,0,52,0,5,15,1
2891,"2010",1,NA,1,0,NA,NA,61,1,2,9,5
2891,"2012",1,1,1,0,0,0,61,1,2,15,5
2891,"2014",0.5,1,1,0,0,0,61,1,2,NA,5
12442,"2010",1,NA,1,0,NA,NA,56,0,2,12,7
12442,"2012",1,1,1,0,0,0,56,0,2,15,7
12442,"2014",1,1,1,0,0,0,56,0,2,15,7
16325,"2010",0.625,NA,1,0,NA,NA,36,1,5,15,6
16325,"2012",0.625,0.625,1,0,0,0,36,1,5,15,5
16325,"2014",0.875,0.625,1,0,0,0,36,1,5,NA,6
84768,"2010",0.5,NA,1,0,NA,NA,61,1,5,15,5
84768,"2012",1,0.5,1,0,0,0,61,1,5,NA,5
84768,"2014",1,1,1,0,0,0,61,1,5,NA,5
14351,"2010",0.375,NA,0,0,NA,NA,63,0,3,8,3
14351,"2012",0.5,0.375,0,1,0,1,63,0,3,15,3
14351,"2014",0.5,0.5,0,1,0,0,63,0,3,15,3
76682,"2010",1,NA,1,0,NA,NA,60,0,3,15,4
76682,"2012",1,1,1,0,0,0,60,0,3,NA,5
76682,"2014",1,1,1,0,0,0,60,0,3,15,4
15661,"2010",1,NA,1,0,NA,NA,54,1,3,12,6
15661,"2012",0.75,1,1,0,0,0,54,1,3,15,6
15661,"2014",1,0.75,1,0,0,0,54,1,3,15,6
12133,"2010",0.875,NA,0,0,NA,NA,39,0,3,13,7
12133,"2012",1,0.875,0,0,0,0,39,0,3,15,7
12133,"2014",1,1,0,0,0,0,39,0,3,15,7
9455,"2010",0.25,NA,1,0,NA,NA,70,1,2,7,1
9455,"2012",0.125,0.25,1,0,0,0,70,1,2,15,1
9455,"2014",0.625,0.125,1,0,0,0,70,1,2,15,1
7308,"2010",0.25,NA,1,0,NA,NA,54,1,3,10,2
7308,"2012",0.25,0.25,1,0,0,0,54,1,3,15,3
7308,"2014",0.25,0.25,1,0,0,0,54,1,3,NA,2
62614,"2010",0.25,NA,1,0,NA,NA,74,0,6,15,1
62614,"2012",0.125,0.25,1,0,0,0,74,0,6,NA,1
62614,"2014",0.125,0.125,1,0,0,0,74,0,6,NA,1
7573,"2010",1,NA,1,0,NA,NA,59,0,5,15,7
7573,"2012",0.875,1,1,0,0,0,59,0,5,NA,7
7573,"2014",0.875,0.875,1,0,0,0,59,0,5,NA,7
11341,"2010",0.5,NA,1,0,NA,NA,48,1,5,11,2
11341,"2012",0.25,0.5,1,0,0,0,48,1,5,15,2
11341,"2014",0.375,0.25,1,0,0,0,48,1,5,15,2
25706,"2010",1,NA,1,0,NA,NA,55,0,6,12,5
25706,"2012",0.875,1,1,0,0,0,55,0,6,15,5
25706,"2014",0.875,0.875,1,0,0,0,55,0,6,15,5
11621,"2010",1,NA,1,0,NA,NA,68,0,5,12,7
11621,"2012",1,1,1,0,0,0,68,0,5,15,7
11621,"2014",1,1,1,0,0,0,68,0,5,15,7
28884,"2010",0.75,NA,1,0,NA,NA,54,0,5,9,2
28884,"2012",0.625,0.75,1,0,0,0,54,0,5,15,1
28884,"2014",0.375,0.625,1,0,0,0,54,0,5,15,2
22124,"2010",0.375,NA,1,0,NA,NA,54,1,5,10,2
22124,"2012",0.625,0.375,1,0,0,0,54,1,4,15,1
22124,"2014",0.25,0.625,1,0,0,0,54,1,4,15,2
29490,"2010",0.75,NA,1,0,NA,NA,66,0,6,12,5
29490,"2012",0.5,0.75,1,0,0,0,66,0,6,15,7
29490,"2014",0.625,0.5,1,0,0,0,66,0,6,15,5
22635,"2010",1,NA,1,0,NA,NA,53,0,3,4,3
22635,"2012",1,1,1,0,0,0,53,0,3,15,3
22635,"2014",1,1,1,0,0,0,53,0,3,15,3
22835,"2010",1,NA,1,0,NA,NA,63,1,1,10,7
22835,"2012",1,1,1,0,0,0,63,1,1,15,4
22835,"2014",0.75,1,1,0,0,0,63,1,1,15,7
30009,"2010",1,NA,1,0,NA,NA,38,0,4,10,5
30009,"2012",1,1,1,0,0,0,38,0,4,15,5
30009,"2014",1,1,1,0,0,0,38,0,4,15,5
12993,"2010",0.875,NA,1,0,NA,NA,52,0,2,5,7
12993,"2012",1,0.875,1,0,0,0,52,0,2,15,7
12993,"2014",1,1,1,0,0,0,52,0,2,NA,7
5936,"2010",0.5,NA,1,0,NA,NA,20,0,2,3,3
5936,"2012",0.5,0.5,1,0,0,0,20,0,2,15,4
5936,"2014",0.625,0.5,1,0,0,0,20,0,2,15,3
38902,"2010",0.875,NA,1,0,NA,NA,53,0,3,6,1
38902,"2012",0.5,0.875,1,0,0,0,53,0,3,15,1
38902,"2014",0.375,0.5,1,0,0,0,53,0,3,15,1
54098,"2010",0.625,NA,1,0,NA,NA,65,0,3,5,7
54098,"2012",0.5,0.625,1,0,0,0,65,0,3,15,7
54098,"2014",0.625,0.5,1,0,0,0,65,0,3,15,7
4691,"2010",0.25,NA,1,0,NA,NA,84,1,4,15,1
4691,"2012",0.125,0.25,1,0,0,0,84,1,4,NA,1
4691,"2014",0.125,0.125,1,0,0,0,84,1,4,NA,1
655,"2010",1,NA,1,0,NA,NA,59,1,5,3,1
655,"2012",0.875,1,1,0,0,0,59,1,5,15,1
655,"2014",0.875,0.875,1,0,0,0,59,1,6,15,1
34039,"2010",0.5,NA,1,0,NA,NA,77,0,6,15,5
34039,"2012",0.625,0.5,1,0,0,0,77,0,6,15,5
34039,"2014",0.75,0.625,1,0,0,0,77,0,6,15,5
75730,"2010",1,NA,1,0,NA,NA,65,0,2,10,NA
75730,"2012",0.75,1,1,0,0,0,65,0,2,15,5
75730,"2014",1,0.75,1,0,0,0,65,0,2,15,8
25609,"2010",0.5,NA,1,0,NA,NA,59,1,2,2,4
25609,"2012",0.5,0.5,1,0,0,0,59,1,2,15,4
25609,"2014",0.625,0.5,1,0,0,0,59,1,2,15,4
36470,"2010",1,NA,1,0,NA,NA,46,0,3,12,5
36470,"2012",1,1,1,0,0,0,46,0,3,15,5
36470,"2014",1,1,1,0,0,0,46,0,3,15,5
75164,"2010",0.5,NA,1,0,NA,NA,51,1,3,9,7
75164,"2012",0.5,0.5,1,0,0,0,51,1,3,15,7
75164,"2014",0.875,0.5,1,0,0,0,51,1,3,15,7
48010,"2010",0.5,NA,1,0,NA,NA,34,1,2,6,7
48010,"2012",0.5,0.5,1,0,0,0,34,1,2,15,7
48010,"2014",0.5,0.5,1,0,0,0,34,1,2,15,7
4503,"2010",1,NA,1,0,NA,NA,48,1,3,14,6
4503,"2012",1,1,1,0,0,0,48,1,3,15,6
4503,"2014",1,1,1,0,0,0,48,1,3,15,6
488,"2010",1,NA,1,0,NA,NA,46,1,2,1,4
488,"2012",1,1,1,0,0,0,46,1,2,15,3
488,"2014",1,1,1,0,0,0,46,1,2,15,4
27152,"2010",0.75,NA,1,0,NA,NA,61,1,2,8,7
27152,"2012",0.75,0.75,1,0,0,0,61,1,2,15,7
27152,"2014",0.75,0.75,1,0,0,0,61,1,2,15,7
7282,"2010",1,NA,1,0,NA,NA,67,1,3,12,6
7282,"2012",1,1,1,0,0,0,67,1,3,15,6
7282,"2014",1,1,1,0,0,0,67,1,3,15,6
33665,"2010",0.625,NA,1,0,NA,NA,56,1,2,8,6
33665,"2012",0.625,0.625,0,0,1,0,56,1,2,15,6
33665,"2014",0.5,0.625,1,0,0,0,56,1,2,15,6
14325,"2010",0.375,NA,1,0,NA,NA,53,1,3,9,2
14325,"2012",0.25,0.375,1,0,0,0,53,1,3,15,2
14325,"2014",0.25,0.25,1,0,0,0,53,1,3,15,2
2024,"2010",1,NA,1,0,NA,NA,31,1,5,7,4
2024,"2012",0.875,1,1,0,0,0,31,1,5,15,4
2024,"2014",0.75,0.875,1,0,0,0,31,1,6,15,4
15395,"2010",1,NA,1,0,NA,NA,55,1,2,1,NA
15395,"2012",0.5,1,1,0,0,0,55,1,2,15,1
15395,"2014",0.75,0.5,1,0,0,0,55,1,2,15,8
16190,"2010",0.5,NA,1,0,NA,NA,53,1,2,2,4
16190,"2012",1,0.5,1,0,0,0,53,1,2,15,2
16190,"2014",1,1,1,0,0,0,53,1,2,15,4
26253,"2010",1,NA,1,0,NA,NA,50,0,4,10,5
26253,"2012",1,1,1,0,0,0,50,0,4,15,5
26253,"2014",0.875,1,1,0,0,0,50,0,4,15,5
81462,"2010",1,NA,1,0,NA,NA,49,1,3,4,3
81462,"2012",0.75,1,1,0,0,0,49,1,3,15,3
81462,"2014",1,0.75,1,0,0,0,49,1,3,15,3
28982,"2010",0.625,NA,1,0,NA,NA,26,1,5,3,2
28982,"2012",0.875,0.625,1,0,0,0,26,1,5,NA,2
28982,"2014",0.5,0.875,1,0,0,0,26,1,5,15,2
8756,"2010",1,NA,1,0,NA,NA,59,0,6,15,4
8756,"2012",1,1,1,0,0,0,59,0,6,NA,5
8756,"2014",1,1,1,0,0,0,59,0,6,15,4
26004,"2010",1,NA,0,0,NA,NA,52,1,6,15,1
26004,"2012",0.75,1,0,0,0,0,52,1,6,NA,1
26004,"2014",0.875,0.75,0,0,0,0,52,1,6,NA,1
18018,"2010",1,NA,1,0,NA,NA,49,0,3,15,6
18018,"2012",1,1,1,0,0,0,49,0,3,15,5
18018,"2014",0.875,1,1,0,0,0,49,0,3,15,6
14846,"2010",0.5,NA,1,0,NA,NA,54,0,3,11,1
14846,"2012",0.5,0.5,1,0,0,0,54,0,3,15,1
14846,"2014",0.25,0.5,1,0,0,0,54,0,3,15,1
23680,"2010",0.875,NA,1,0,NA,NA,72,0,6,13,7
23680,"2012",0.875,0.875,1,0,0,0,72,0,6,15,7
23680,"2014",0.625,0.875,1,0,0,0,72,0,6,15,7
28623,"2010",1,NA,1,0,NA,NA,65,1,5,12,6
28623,"2012",1,1,1,0,0,0,65,1,5,15,2
28623,"2014",1,1,1,0,0,0,65,1,5,15,6
10072,"2010",0,NA,1,0,NA,NA,33,0,5,9,1
10072,"2012",0,0,1,0,0,0,33,0,5,15,1
10072,"2014",0,0,1,0,0,0,33,0,5,15,1
30390,"2010",1,NA,1,0,NA,NA,32,1,5,14,7
30390,"2012",1,1,1,0,0,0,32,1,5,15,7
30390,"2014",1,1,1,0,0,0,32,1,5,15,7
14810,"2010",1,NA,1,0,NA,NA,54,1,2,15,4
14810,"2012",1,1,1,0,0,0,54,1,2,NA,4
14810,"2014",1,1,1,0,0,0,54,1,2,NA,4
7625,"2010",1,NA,1,0,NA,NA,48,1,3,5,1
7625,"2012",0.875,1,1,0,0,0,48,1,3,15,1
7625,"2014",0.875,0.875,1,0,0,0,48,1,3,15,1
35001,"2010",1,NA,1,0,NA,NA,71,1,2,5,1
35001,"2012",1,1,1,0,0,0,71,1,2,15,1
35001,"2014",1,1,1,0,0,0,71,1,2,15,1
11450,"2010",1,NA,1,0,NA,NA,54,0,2,8,2
11450,"2012",0.875,1,1,0,0,0,54,0,2,15,1
11450,"2014",0.75,0.875,1,0,0,0,54,0,2,15,2
21469,"2010",1,NA,1,0,NA,NA,44,0,2,6,6
21469,"2012",1,1,1,0,0,0,44,0,2,15,6
21469,"2014",1,1,1,0,0,0,44,0,2,15,6
21623,"2010",0.875,NA,0,0,NA,NA,50,1,3,8,3
21623,"2012",1,0.875,0,0,0,0,50,1,3,15,4
21623,"2014",0.75,1,0,0,0,0,50,1,3,15,3
33784,"2010",0.875,NA,1,0,NA,NA,29,0,3,4,4
33784,"2012",0.875,0.875,1,0,0,0,29,0,3,15,4
33784,"2014",0.5,0.875,1,0,0,0,29,0,3,15,4
13442,"2010",1,NA,0,0,NA,NA,56,0,4,8,2
13442,"2012",1,1,0,0,0,0,56,0,4,15,1
13442,"2014",1,1,0,0,0,0,56,0,4,15,2
13159,"2010",0.875,NA,1,0,NA,NA,46,1,2,7,2
13159,"2012",0.875,0.875,1,0,0,0,46,1,2,15,2
13159,"2014",1,0.875,1,0,0,0,46,1,2,15,2
22763,"2010",0.875,NA,1,0,NA,NA,57,1,2,3,7
22763,"2012",1,0.875,1,0,0,0,57,1,2,15,7
22763,"2014",0.75,1,1,0,0,0,57,1,2,15,7
12968,"2010",0.625,NA,1,0,NA,NA,52,0,2,10,7
12968,"2012",1,0.625,1,0,0,0,52,0,2,15,7
12968,"2014",0.75,1,1,0,0,0,52,0,2,15,7
8265,"2010",1,NA,1,0,NA,NA,59,1,3,9,1
8265,"2012",0.875,1,1,0,0,0,59,1,3,15,3
8265,"2014",0.875,0.875,1,0,0,0,59,1,3,15,1
38268,"2010",0.625,NA,1,0,NA,NA,39,1,3,7,4
38268,"2012",0.625,0.625,1,0,0,0,39,1,3,15,8
38268,"2014",0.5,0.625,1,0,0,0,39,1,3,15,4
12633,"2010",0.875,NA,1,0,NA,NA,31,1,5,11,5
12633,"2012",0.75,0.875,1,0,0,0,31,1,5,15,5
12633,"2014",1,0.75,1,0,0,0,31,1,5,15,5
24231,"2010",1,NA,1,0,NA,NA,41,0,5,13,5
24231,"2012",1,1,1,0,0,0,41,0,5,15,5
24231,"2014",1,1,1,0,0,0,41,0,5,NA,5
55312,"2010",1,NA,1,0,NA,NA,49,1,5,4,6
55312,"2012",1,1,1,0,0,0,49,1,5,15,6
55312,"2014",0.75,1,1,0,0,0,49,1,5,15,6
2372,"2010",0.625,NA,1,0,NA,NA,53,1,2,8,1
2372,"2012",0.875,0.625,1,0,0,0,53,1,2,15,1
2372,"2014",1,0.875,1,0,0,0,53,1,2,15,1
26192,"2010",0.75,NA,1,0,NA,NA,69,0,5,13,7
26192,"2012",0.75,0.75,1,0,0,0,69,0,5,15,6
26192,"2014",0.75,0.75,1,0,0,0,69,0,5,15,7
10264,"2010",0,NA,1,0,NA,NA,62,0,6,13,1
10264,"2012",0.125,0,1,0,0,0,62,0,6,15,1
10264,"2014",0,0.125,1,0,0,0,62,0,6,15,1
36485,"2010",1,NA,1,0,NA,NA,56,1,2,6,2
36485,"2012",1,1,1,0,0,0,56,1,2,15,1
36485,"2014",1,1,1,0,0,0,56,1,2,15,2
5968,"2010",1,NA,1,0,NA,NA,53,0,2,7,7
5968,"2012",1,1,1,0,0,0,53,0,2,15,7
5968,"2014",0.875,1,1,0,0,0,53,0,2,15,7
41435,"2010",0.25,NA,1,0,NA,NA,55,1,2,6,2
41435,"2012",0.5,0.25,1,0,0,0,55,1,2,15,2
41435,"2014",0.5,0.5,1,0,0,0,55,1,2,15,2
713,"2010",1,NA,1,0,NA,NA,61,1,3,12,6
713,"2012",1,1,1,0,0,0,61,1,3,15,6
713,"2014",1,1,1,0,0,0,61,1,3,15,6
52432,"2010",0.75,NA,0,0,NA,NA,30,1,5,7,1
52432,"2012",0.75,0.75,0,1,0,1,30,1,5,15,1
52432,"2014",0.5,0.75,0,1,0,0,30,1,6,15,1
13636,"2010",0.625,NA,1,0,NA,NA,55,0,5,11,6
13636,"2012",0.625,0.625,1,0,0,0,55,0,5,15,5
13636,"2014",0.5,0.625,1,0,0,0,55,0,5,15,6
27774,"2010",1,NA,1,0,NA,NA,36,1,5,11,6
27774,"2012",0.875,1,1,0,0,0,36,1,5,15,6
27774,"2014",0.5,0.875,1,0,0,0,36,1,5,15,6
12249,"2010",0.375,NA,1,0,NA,NA,54,1,2,5,2
12249,"2012",0.5,0.375,1,0,0,0,54,1,2,15,2
12249,"2014",0.5,0.5,1,0,0,0,54,1,2,15,2
1896,"2010",1,NA,1,0,NA,NA,62,0,2,8,3
1896,"2012",0.75,1,1,0,0,0,62,0,2,15,5
1896,"2014",1,0.75,1,0,0,0,62,0,2,15,3
27565,"2010",1,NA,1,0,NA,NA,46,1,5,11,5
27565,"2012",0.75,1,1,0,0,0,46,1,5,15,5
27565,"2014",1,0.75,1,0,0,0,46,1,5,15,5
10472,"2010",1,NA,1,0,NA,NA,32,1,5,7,7
10472,"2012",0.875,1,1,0,0,0,32,1,5,15,7
10472,"2014",1,0.875,1,0,0,0,32,1,5,15,7
73629,"2010",1,NA,1,0,NA,NA,55,1,4,7,1
73629,"2012",0.875,1,1,0,0,0,55,1,4,15,1
73629,"2014",0.625,0.875,1,0,0,0,55,1,4,15,1
8697,"2010",0.75,NA,1,0,NA,NA,57,1,2,4,6
8697,"2012",0.75,0.75,1,0,0,0,57,1,2,15,6
8697,"2014",0.625,0.75,1,0,0,0,57,1,2,15,6
63360,"2010",1,NA,1,0,NA,NA,53,1,5,4,6
63360,"2012",1,1,1,0,0,0,53,1,5,15,7
63360,"2014",1,1,1,0,0,0,53,1,5,15,6
13819,"2010",1,NA,1,0,NA,NA,49,0,2,8,6
13819,"2012",1,1,1,0,0,0,49,0,2,15,5
13819,"2014",1,1,1,0,0,0,49,0,2,15,6
22777,"2010",0.625,NA,0,0,NA,NA,59,1,3,2,1
22777,"2012",1,0.625,0,1,0,1,59,1,4,15,1
22777,"2014",1,1,0,1,0,0,59,1,4,15,1
46601,"2010",1,NA,1,0,NA,NA,71,1,3,7,7
46601,"2012",1,1,1,0,0,0,71,1,2,15,7
46601,"2014",1,1,1,0,0,0,71,1,3,15,7
22310,"2010",0.5,NA,1,0,NA,NA,41,1,5,10,2
22310,"2012",0.75,0.5,1,0,0,0,41,1,4,15,3
22310,"2014",0.875,0.75,1,0,0,0,41,1,4,15,2
11661,"2010",1,NA,1,0,NA,NA,54,1,2,4,2
11661,"2012",1,1,1,0,0,0,54,1,3,15,2
11661,"2014",0.5,1,1,0,0,0,54,1,2,15,2
28958,"2010",0.25,NA,1,0,NA,NA,48,0,3,10,1
28958,"2012",0.125,0.25,1,0,0,0,48,0,3,15,1
28958,"2014",0.25,0.125,1,0,0,0,48,0,5,15,1
15879,"2010",1,NA,1,0,NA,NA,46,0,5,1,5
15879,"2012",1,1,1,0,0,0,46,0,5,15,5
15879,"2014",0.75,1,1,0,0,0,46,0,5,15,5
10807,"2010",0.5,NA,1,0,NA,NA,28,1,3,4,2
10807,"2012",0.5,0.5,1,0,0,0,28,1,3,NA,2
10807,"2014",0.25,0.5,1,0,0,0,28,1,3,NA,2
33907,"2010",0.75,NA,1,0,NA,NA,39,1,4,7,3
33907,"2012",0.875,0.75,1,0,0,0,39,1,4,15,2
33907,"2014",0.75,0.875,1,0,0,0,39,1,4,15,3
4424,"2010",1,NA,1,0,NA,NA,49,1,5,10,7
4424,"2012",1,1,1,0,0,0,49,1,5,15,7
4424,"2014",1,1,1,0,0,0,49,1,5,15,7
29800,"2010",1,NA,1,0,NA,NA,61,0,5,15,7
29800,"2012",1,1,1,0,0,0,61,0,5,15,7
29800,"2014",0.875,1,1,0,0,0,61,0,5,15,7
16444,"2010",0.625,NA,1,0,NA,NA,50,0,2,3,NA
16444,"2012",0.75,0.625,1,0,0,0,50,0,2,15,8
16444,"2014",0.625,0.75,1,0,0,0,50,0,2,15,8
57289,"2010",0,NA,1,0,NA,NA,29,0,3,11,2
57289,"2012",0,0,1,0,0,0,29,0,3,15,1
57289,"2014",0,0,1,0,0,0,29,0,3,15,2
14233,"2010",0.75,NA,0,0,NA,NA,61,0,2,6,1
14233,"2012",0.625,0.75,0,0,0,0,61,0,4,15,1
14233,"2014",0.625,0.625,0,1,0,1,61,0,4,15,1
16171,"2010",1,NA,0,0,NA,NA,51,1,5,4,4
16171,"2012",0.875,1,0,0,0,0,51,1,5,15,4
16171,"2014",0.875,0.875,0,1,0,1,51,1,5,15,4
11981,"2010",0.5,NA,1,0,NA,NA,64,1,2,11,5
11981,"2012",1,0.5,1,0,0,0,64,1,2,15,5
11981,"2014",0.875,1,1,0,0,0,64,1,2,15,5
36277,"2010",0.75,NA,0,0,NA,NA,45,1,2,11,2
36277,"2012",0.75,0.75,0,0,0,0,45,1,2,15,2
36277,"2014",1,0.75,0,0,0,0,45,1,2,15,2
64557,"2010",1,NA,1,0,NA,NA,55,1,4,7,1
64557,"2012",1,1,1,0,0,0,55,1,3,15,1
64557,"2014",1,1,1,0,0,0,55,1,3,15,1
16628,"2010",0.875,NA,1,0,NA,NA,53,0,5,5,4
16628,"2012",1,0.875,1,0,0,0,53,0,5,15,5
16628,"2014",1,1,1,0,0,0,53,0,5,15,4
34730,"2010",0.375,NA,1,0,NA,NA,67,1,2,9,1
34730,"2012",0.5,0.375,1,0,0,0,67,1,2,15,1
34730,"2014",0.375,0.5,1,0,0,0,67,1,2,NA,1
20923,"2010",0.625,NA,1,0,NA,NA,60,1,2,6,2
20923,"2012",0.5,0.625,1,0,0,0,60,1,2,15,2
20923,"2014",0.25,0.5,1,0,0,0,60,1,2,15,2
85180,"2010",0.625,NA,1,0,NA,NA,30,1,2,5,1
85180,"2012",0.625,0.625,1,0,0,0,30,1,2,15,1
85180,"2014",0.5,0.625,1,0,0,0,30,1,2,15,1
18301,"2010",0.375,NA,1,0,NA,NA,54,0,5,11,1
18301,"2012",0.25,0.375,1,0,0,0,54,0,5,15,1
18301,"2014",0.25,0.25,1,0,0,0,54,0,5,15,1
9735,"2010",0.375,NA,1,0,NA,NA,55,1,2,10,1
9735,"2012",0.375,0.375,1,0,0,0,55,1,3,15,1
9735,"2014",0.25,0.375,1,0,0,0,55,1,3,15,1
14355,"2010",1,NA,1,0,NA,NA,55,1,3,3,4
14355,"2012",0.875,1,1,0,0,0,55,1,3,15,5
14355,"2014",1,0.875,1,0,0,0,55,1,3,15,4
34879,"2010",0.125,NA,1,0,NA,NA,59,0,5,8,3
34879,"2012",0.25,0.125,1,0,0,0,59,0,5,15,3
34879,"2014",0,0.25,1,0,0,0,59,0,5,15,3
26929,"2010",0.75,NA,1,0,NA,NA,55,1,5,8,7
26929,"2012",0.625,0.75,1,0,0,0,55,1,5,15,7
26929,"2014",0.75,0.625,1,0,0,0,55,1,5,15,7
27935,"2010",1,NA,1,0,NA,NA,35,1,3,6,6
27935,"2012",1,1,1,0,0,0,35,1,3,15,6
27935,"2014",1,1,1,0,0,0,35,1,3,15,6
83328,"2010",0.375,NA,1,0,NA,NA,83,1,5,8,1
83328,"2012",0.375,0.375,1,0,0,0,83,1,5,NA,1
83328,"2014",0.375,0.375,1,0,0,0,83,1,5,NA,1
5812,"2010",0.625,NA,1,0,NA,NA,57,1,2,7,1
5812,"2012",0.625,0.625,1,0,0,0,57,1,2,15,1
5812,"2014",0.5,0.625,1,0,0,0,57,1,2,15,1
72872,"2010",0.75,NA,1,0,NA,NA,60,0,3,10,2
72872,"2012",0.75,0.75,1,0,0,0,60,0,3,NA,7
72872,"2014",0.75,0.75,1,0,0,0,60,0,3,NA,2
26298,"2010",0.25,NA,0,0,NA,NA,48,0,6,10,1
26298,"2012",0.25,0.25,0,0,0,0,48,0,6,15,1
26298,"2014",0,0.25,0,0,0,0,48,0,6,15,1
15003,"2010",0.625,NA,1,0,NA,NA,79,0,3,11,6
15003,"2012",0.75,0.625,1,0,0,0,79,0,3,15,6
15003,"2014",0.875,0.75,1,0,0,0,79,0,4,15,6
10292,"2010",1,NA,0,0,NA,NA,54,1,3,12,3
10292,"2012",1,1,0,0,0,0,54,1,3,15,3
10292,"2014",1,1,0,0,0,0,54,1,3,15,3
57422,"2010",0.625,NA,1,0,NA,NA,56,1,2,9,NA
57422,"2012",0.5,0.625,1,0,0,0,56,1,2,15,2
57422,"2014",0.5,0.5,1,0,0,0,56,1,2,15,8
52949,"2010",0.875,NA,1,0,NA,NA,58,0,5,11,2
52949,"2012",0.875,0.875,1,0,0,0,58,0,5,15,2
52949,"2014",0.75,0.875,1,0,0,0,58,0,5,15,2
28288,"2010",1,NA,1,0,NA,NA,47,0,5,7,5
28288,"2012",1,1,1,0,0,0,47,0,5,15,5
28288,"2014",1,1,1,0,0,0,47,0,5,15,5
35981,"2010",0.875,NA,1,0,NA,NA,60,1,5,7,7
35981,"2012",1,0.875,1,0,0,0,60,1,5,15,7
35981,"2014",1,1,1,0,0,0,60,1,5,15,7
32535,"2010",0.625,NA,1,0,NA,NA,50,1,6,12,2
32535,"2012",0.75,0.625,1,0,0,0,50,1,6,15,2
32535,"2014",0.875,0.75,1,0,0,0,50,1,6,15,2
23836,"2010",1,NA,1,0,NA,NA,60,1,5,4,7
23836,"2012",1,1,1,0,0,0,60,1,5,15,7
23836,"2014",1,1,1,0,0,0,60,1,5,15,7
14830,"2010",0.75,NA,1,0,NA,NA,47,0,6,11,7
14830,"2012",0.625,0.75,1,0,0,0,47,0,6,15,7
14830,"2014",0.75,0.625,1,0,0,0,47,0,6,15,7
21597,"2010",0.875,NA,1,0,NA,NA,64,1,2,10,4
21597,"2012",0.875,0.875,1,0,0,0,64,1,2,15,4
21597,"2014",0.875,0.875,1,0,0,0,64,1,2,15,4
76867,"2010",0.625,NA,1,0,NA,NA,60,1,5,6,1
76867,"2012",0.5,0.625,1,0,0,0,60,1,5,15,1
76867,"2014",0.5,0.5,1,0,0,0,60,1,5,15,1
37736,"2010",1,NA,1,0,NA,NA,66,1,5,6,7
