"caseid","year","rr","rr_lag","union_now","union_past","union_gained","union_lost","age","female","educ","faminc","pid7"
14688,"2010",0.125,NA,0,0,NA,NA,60,0,3,8,1
14688,"2012",0.25,0.125,0,0,0,0,60,0,3,15,1
14688,"2014",0.125,0.25,0,0,0,0,60,0,3,15,1
49579,"2010",0.625,NA,1,0,NA,NA,61,1,3,9,3
49579,"2012",0.25,0.625,1,0,0,0,61,1,3,15,3
49579,"2014",0.5,0.25,1,0,0,0,61,1,3,15,3
22725,"2010",1,NA,0,0,NA,NA,35,0,5,6,7
22725,"2012",1,1,0,0,0,0,35,0,5,15,7
22725,"2014",1,1,0,0,0,0,35,0,5,NA,7
49468,"2010",0.75,NA,1,0,NA,NA,45,0,5,10,7
49468,"2012",1,0.75,1,0,0,0,45,0,5,15,7
49468,"2014",0.75,1,1,0,0,0,45,0,5,15,7
84915,"2010",0.25,NA,1,0,NA,NA,61,0,4,8,1
84915,"2012",0.375,0.25,1,0,0,0,61,0,4,15,1
84915,"2014",0.125,0.375,1,0,0,0,61,0,4,15,1
22370,"2010",1,NA,0,0,NA,NA,38,0,5,7,2
22370,"2012",0.875,1,0,0,0,0,38,0,5,15,2
22370,"2014",1,0.875,0,1,0,1,38,0,5,15,2
27119,"2010",0.375,NA,0,0,NA,NA,48,0,4,15,3
27119,"2012",0.375,0.375,0,0,0,0,48,0,4,NA,3
27119,"2014",0.125,0.375,0,0,0,0,48,0,4,NA,3
56506,"2010",0.375,NA,1,0,NA,NA,53,1,5,4,2
56506,"2012",0.375,0.375,1,0,0,0,53,1,5,15,1
56506,"2014",0.375,0.375,1,0,0,0,53,1,5,15,2
20531,"2010",0.625,NA,1,0,NA,NA,61,1,3,8,1
20531,"2012",0.5,0.625,1,0,0,0,61,1,4,15,1
20531,"2014",1,0.5,1,0,0,0,61,1,4,15,1
4631,"2010",0.875,NA,1,0,NA,NA,37,1,5,15,6
4631,"2012",0.625,0.875,1,0,0,0,37,1,5,NA,6
4631,"2014",1,0.625,1,0,0,0,37,1,5,NA,6
25480,"2010",0,NA,1,0,NA,NA,55,1,3,14,1
25480,"2012",0.125,0,1,0,0,0,55,1,3,15,1
25480,"2014",0,0.125,1,0,0,0,55,1,3,15,1
4493,"2010",0.875,NA,1,0,NA,NA,82,0,2,8,1
4493,"2012",0.625,0.875,1,0,0,0,82,0,2,15,1
4493,"2014",0.875,0.625,1,0,0,0,82,0,2,15,1
33076,"2010",0,NA,0,0,NA,NA,58,1,6,14,1
33076,"2012",0,0,0,0,0,0,58,1,6,15,1
33076,"2014",0,0,0,0,0,0,58,1,6,15,1
79362,"2010",1,NA,1,0,NA,NA,57,0,3,6,5
79362,"2012",1,1,1,0,0,0,57,0,3,15,5
79362,"2014",1,1,1,0,0,0,57,0,3,15,5
77471,"2010",0.5,NA,1,0,NA,NA,55,0,5,14,7
77471,"2012",0.5,0.5,1,0,0,0,55,0,5,15,7
77471,"2014",0.5,0.5,1,0,0,0,55,0,5,15,7
53868,"2010",0.875,NA,1,0,NA,NA,29,0,5,11,5
53868,"2012",0.75,0.875,1,0,0,0,29,0,5,15,6
53868,"2014",0.75,0.75,1,0,0,0,29,0,5,15,5
27690,"2010",0.625,NA,1,0,NA,NA,42,0,5,7,3
27690,"2012",0.5,0.625,1,0,0,0,42,0,5,15,3
27690,"2014",0.25,0.5,1,0,0,0,42,0,5,15,3
65859,"2010",0.25,NA,1,0,NA,NA,30,0,5,13,1
65859,"2012",0.125,0.25,1,0,0,0,30,0,5,15,1
65859,"2014",0,0.125,1,0,0,0,30,0,5,15,1
3227,"2010",0.25,NA,1,0,NA,NA,63,0,6,8,3
3227,"2012",0.25,0.25,1,0,0,0,63,0,6,15,3
3227,"2014",0.25,0.25,1,0,0,0,63,0,6,NA,3
19928,"2010",1,NA,0,0,NA,NA,54,0,1,7,4
19928,"2012",1,1,0,0,0,0,54,0,1,15,5
19928,"2014",1,1,0,0,0,0,54,0,1,15,4
64138,"2010",0.625,NA,1,0,NA,NA,69,1,3,12,6
64138,"2012",0.875,0.625,1,0,0,0,69,1,3,NA,6
64138,"2014",1,0.875,1,0,0,0,69,1,2,NA,6
14591,"2010",1,NA,1,0,NA,NA,69,0,3,14,4
14591,"2012",1,1,1,0,0,0,69,0,3,15,4
14591,"2014",1,1,1,0,0,0,69,0,3,15,4
14690,"2010",1,NA,1,0,NA,NA,51,0,4,14,7
14690,"2012",1,1,1,0,0,0,51,0,4,15,7
14690,"2014",1,1,1,0,0,0,51,0,4,15,7
11052,"2010",0.375,NA,1,0,NA,NA,61,0,2,7,2
11052,"2012",0.75,0.375,1,0,0,0,61,0,2,15,2
11052,"2014",0.5,0.75,1,0,0,0,61,0,2,15,2
33321,"2010",0.625,NA,1,0,NA,NA,54,0,5,8,5
33321,"2012",0.75,0.625,1,0,0,0,54,0,5,15,6
33321,"2014",0.625,0.75,1,0,0,0,54,0,5,15,5
24763,"2010",0.25,NA,1,0,NA,NA,57,0,5,14,1
24763,"2012",0.25,0.25,1,0,0,0,57,0,5,15,1
24763,"2014",0.25,0.25,1,0,0,0,57,0,5,15,1
29622,"2010",0.75,NA,1,0,NA,NA,58,0,5,9,5
29622,"2012",0.875,0.75,1,0,0,0,58,0,5,15,5
29622,"2014",0.75,0.875,1,0,0,0,58,0,5,15,5
10946,"2010",0.5,NA,1,0,NA,NA,55,1,5,12,4
10946,"2012",0.5,0.5,1,0,0,0,55,1,5,NA,4
10946,"2014",0.625,0.5,1,0,0,0,55,1,5,NA,4
16729,"2010",1,NA,0,0,NA,NA,49,0,2,11,7
16729,"2012",1,1,0,0,0,0,49,0,2,15,6
16729,"2014",1,1,0,0,0,0,49,0,2,15,7
10754,"2010",0.75,NA,0,0,NA,NA,61,1,5,8,3
10754,"2012",0.75,0.75,0,0,0,0,61,1,5,NA,3
10754,"2014",0.25,0.75,0,1,0,1,61,1,5,NA,3
15095,"2010",0.125,NA,1,0,NA,NA,54,1,4,10,1
15095,"2012",0,0.125,1,0,0,0,54,1,4,15,1
15095,"2014",0,0,0,0,1,0,54,1,4,15,1
39522,"2010",0.75,NA,1,0,NA,NA,59,1,5,11,7
39522,"2012",0.875,0.75,1,0,0,0,59,1,5,15,7
39522,"2014",0.875,0.875,1,0,0,0,59,1,5,15,7
1798,"2010",1,NA,1,0,NA,NA,31,0,2,6,5
1798,"2012",1,1,1,0,0,0,31,0,2,15,4
1798,"2014",1,1,1,0,0,0,31,0,2,15,5
12757,"2010",1,NA,1,0,NA,NA,63,0,3,3,4
12757,"2012",1,1,1,0,0,0,63,0,3,15,4
12757,"2014",1,1,1,0,0,0,63,0,3,15,4
24479,"2010",1,NA,1,0,NA,NA,43,0,5,14,5
24479,"2012",1,1,1,0,0,0,43,0,5,NA,6
24479,"2014",1,1,1,0,0,0,43,0,5,NA,5
8302,"2010",0.5,NA,1,0,NA,NA,47,0,5,13,6
8302,"2012",0.5,0.5,1,0,0,0,47,0,5,15,6
8302,"2014",0.5,0.5,1,0,0,0,47,0,5,15,6
67949,"2010",1,NA,1,0,NA,NA,63,0,5,9,7
67949,"2012",1,1,1,0,0,0,63,0,5,NA,7
67949,"2014",0.875,1,1,0,0,0,63,0,5,NA,7
23331,"2010",1,NA,1,0,NA,NA,65,0,5,15,4
23331,"2012",0.875,1,1,0,0,0,65,0,5,NA,5
23331,"2014",0.875,0.875,1,0,0,0,65,0,5,NA,4
31318,"2010",1,NA,1,0,NA,NA,53,1,4,3,7
31318,"2012",0.875,1,1,0,0,0,53,1,5,15,7
31318,"2014",0.875,0.875,1,0,0,0,53,1,5,15,7
22482,"2010",1,NA,1,0,NA,NA,41,0,5,3,5
22482,"2012",1,1,1,0,0,0,41,0,5,15,5
22482,"2014",1,1,1,0,0,0,41,0,5,15,5
10090,"2010",0.5,NA,1,0,NA,NA,43,0,6,13,4
10090,"2012",0.625,0.5,1,0,0,0,43,0,6,15,4
10090,"2014",0.625,0.625,1,0,0,0,43,0,6,15,4
23023,"2010",0.625,NA,1,0,NA,NA,73,0,6,12,7
23023,"2012",1,0.625,1,0,0,0,73,0,6,15,7
23023,"2014",1,1,1,0,0,0,73,0,6,15,7
13254,"2010",0.25,NA,1,0,NA,NA,59,1,5,10,1
13254,"2012",0,0.25,1,0,0,0,59,1,5,15,1
13254,"2014",0.125,0,1,0,0,0,59,1,5,15,1
700,"2010",0.875,NA,0,0,NA,NA,59,0,5,13,7
700,"2012",0.75,0.875,0,0,0,0,59,0,5,NA,7
700,"2014",0.625,0.75,0,0,0,0,59,0,5,15,7
33078,"2010",0.625,NA,1,0,NA,NA,55,0,3,15,7
33078,"2012",0.625,0.625,1,0,0,0,55,0,3,NA,7
33078,"2014",0.25,0.625,1,0,0,0,55,0,3,NA,7
17926,"2010",0.75,NA,1,0,NA,NA,78,0,3,15,4
17926,"2012",0.625,0.75,1,0,0,0,78,0,3,NA,4
17926,"2014",0.875,0.625,1,0,0,0,78,0,3,NA,4
63398,"2010",0,NA,1,0,NA,NA,38,1,5,15,1
63398,"2012",0,0,1,0,0,0,38,1,5,15,1
63398,"2014",0,0,1,0,0,0,38,1,5,15,1
2089,"2010",0.5,NA,1,0,NA,NA,62,0,2,1,3
2089,"2012",0.25,0.5,1,0,0,0,62,0,2,15,3
2089,"2014",0.375,0.25,1,0,0,0,62,0,2,15,3
10005,"2010",1,NA,1,0,NA,NA,69,0,6,15,5
10005,"2012",1,1,1,0,0,0,69,0,6,NA,6
10005,"2014",1,1,1,0,0,0,69,0,6,NA,5
24739,"2010",0.875,NA,1,0,NA,NA,63,0,6,11,4
24739,"2012",0.875,0.875,1,0,0,0,63,0,6,15,4
24739,"2014",0.75,0.875,1,0,0,0,63,0,6,15,4
21862,"2010",0.625,NA,1,0,NA,NA,76,0,6,9,7
21862,"2012",0.75,0.625,1,0,0,0,76,0,6,15,7
21862,"2014",0.625,0.75,1,0,0,0,76,0,6,15,7
29752,"2010",0.125,NA,1,0,NA,NA,62,1,5,12,1
29752,"2012",0.125,0.125,1,0,0,0,62,1,5,15,1
29752,"2014",0.125,0.125,1,0,0,0,62,1,5,15,1
65853,"2010",0.125,NA,1,0,NA,NA,38,0,6,14,1
65853,"2012",0.125,0.125,1,0,0,0,38,0,6,15,1
65853,"2014",0.125,0.125,1,0,0,0,38,0,6,15,1
39182,"2010",0,NA,1,0,NA,NA,33,1,5,11,1
39182,"2012",0,0,1,0,0,0,33,1,5,15,1
39182,"2014",0,0,1,0,0,0,33,1,5,15,1
18351,"2010",0.625,NA,1,0,NA,NA,21,1,3,15,4
18351,"2012",0.5,0.625,1,0,0,0,21,1,5,NA,3
18351,"2014",0.375,0.5,1,0,0,0,21,1,5,NA,4
3977,"2010",1,NA,1,0,NA,NA,63,0,5,1,6
3977,"2012",1,1,1,0,0,0,63,0,5,15,6
3977,"2014",1,1,1,0,0,0,63,0,5,15,6
23885,"2010",0.875,NA,1,0,NA,NA,56,1,5,15,6
23885,"2012",1,0.875,1,0,0,0,56,1,5,15,7
23885,"2014",NA,1,1,0,0,0,56,1,5,NA,6
17271,"2010",0.375,NA,0,0,NA,NA,61,0,2,9,1
17271,"2012",0.375,0.375,0,0,0,0,61,0,2,15,1
17271,"2014",0.375,0.375,0,0,0,0,61,0,2,15,1
69951,"2010",0.25,NA,1,0,NA,NA,60,1,6,14,1
69951,"2012",0.375,0.25,1,0,0,0,60,1,6,15,1
69951,"2014",0.25,0.375,1,0,0,0,60,1,6,15,1
10409,"2010",1,NA,0,0,NA,NA,56,0,2,12,4
10409,"2012",1,1,0,0,0,0,56,0,2,15,1
10409,"2014",1,1,0,0,0,0,56,0,2,15,4
37453,"2010",0.125,NA,1,0,NA,NA,73,0,5,12,1
37453,"2012",0.125,0.125,1,0,0,0,73,0,5,15,1
37453,"2014",0.25,0.125,1,0,0,0,73,0,5,15,1
1353,"2010",1,NA,1,0,NA,NA,52,0,5,13,5
1353,"2012",1,1,1,0,0,0,52,0,5,NA,5
1353,"2014",1,1,1,0,0,0,52,0,5,NA,5
36786,"2010",0.75,NA,1,0,NA,NA,57,1,4,1,5
36786,"2012",1,0.75,1,0,0,0,57,1,3,15,5
36786,"2014",1,1,1,0,0,0,57,1,4,15,5
43002,"2010",0.125,NA,1,0,NA,NA,56,0,2,11,3
43002,"2012",0.25,0.125,1,0,0,0,56,0,2,15,3
43002,"2014",0.25,0.25,1,0,0,0,56,0,2,15,3
21991,"2010",1,NA,0,0,NA,NA,62,0,3,9,7
21991,"2012",1,1,0,0,0,0,62,0,3,15,7
21991,"2014",1,1,0,1,0,1,62,0,3,15,7
12329,"2010",0.25,NA,0,0,NA,NA,57,0,6,11,2
12329,"2012",0.375,0.25,0,0,0,0,57,0,6,15,2
12329,"2014",0.5,0.375,0,0,0,0,57,0,6,15,2
24886,"2010",0.75,NA,1,0,NA,NA,30,0,5,15,4
24886,"2012",0.375,0.75,1,0,0,0,30,0,5,15,3
24886,"2014",0.375,0.375,1,0,0,0,30,0,5,NA,4
11951,"2010",0,NA,1,0,NA,NA,66,0,6,11,1
11951,"2012",0.125,0,1,0,0,0,66,0,6,15,1
11951,"2014",0.125,0.125,1,0,0,0,66,0,6,15,1
33364,"2010",0.25,NA,1,0,NA,NA,62,1,6,13,1
33364,"2012",0.25,0.25,1,0,0,0,62,1,6,15,1
33364,"2014",0.25,0.25,1,0,0,0,62,1,6,15,1
26146,"2010",1,NA,1,0,NA,NA,47,0,5,14,3
26146,"2012",0.75,1,1,0,0,0,47,0,5,15,3
26146,"2014",0.75,0.75,1,0,0,0,47,0,5,15,3
55023,"2010",0.25,NA,1,0,NA,NA,55,1,5,10,1
55023,"2012",0,0.25,1,0,0,0,55,1,5,15,1
55023,"2014",0,0,1,0,0,0,55,1,5,15,1
67887,"2010",0.375,NA,1,0,NA,NA,23,0,3,2,3
67887,"2012",0.25,0.375,1,0,0,0,23,0,5,15,3
67887,"2014",0.25,0.25,1,0,0,0,23,0,5,15,3
12436,"2010",0.625,NA,1,0,NA,NA,60,0,4,15,4
12436,"2012",0.375,0.625,1,0,0,0,60,0,4,NA,4
12436,"2014",0,0.375,1,0,0,0,60,0,5,15,4
5640,"2010",1,NA,1,0,NA,NA,47,0,2,2,7
5640,"2012",1,1,0,0,1,0,47,0,3,15,7
5640,"2014",1,1,0,0,0,0,47,0,3,15,7
74747,"2010",0.25,NA,0,0,NA,NA,55,1,3,8,3
74747,"2012",0.375,0.25,1,0,0,0,55,1,3,15,3
74747,"2014",0.25,0.375,1,0,0,0,55,1,2,15,3
23130,"2010",0.75,NA,1,0,NA,NA,34,0,5,14,1
23130,"2012",0.375,0.75,1,0,0,0,34,0,5,15,NA
23130,"2014",0.5,0.375,1,0,0,0,34,0,5,15,1
8350,"2010",0.375,NA,1,0,NA,NA,55,0,5,6,1
8350,"2012",1,0.375,1,0,0,0,55,0,5,15,1
8350,"2014",1,1,1,0,0,0,55,0,5,NA,1
25562,"2010",0.5,NA,1,0,NA,NA,51,0,5,12,3
25562,"2012",0.625,0.5,1,0,0,0,51,0,4,15,3
25562,"2014",0.375,0.625,1,0,0,0,51,0,3,15,3
63078,"2010",1,NA,1,0,NA,NA,61,1,2,15,7
63078,"2012",1,1,1,0,0,0,61,1,2,NA,7
63078,"2014",1,1,1,0,0,0,61,1,2,NA,7
4727,"2010",0.25,NA,1,0,NA,NA,29,0,5,11,3
4727,"2012",0,0.25,1,0,0,0,29,0,6,NA,1
4727,"2014",0,0,1,0,0,0,29,0,6,NA,3
75064,"2010",0.875,NA,1,0,NA,NA,49,0,5,11,5
75064,"2012",1,0.875,1,0,0,0,49,0,4,15,6
75064,"2014",1,1,1,0,0,0,49,0,4,15,5
26007,"2010",0.375,NA,1,0,NA,NA,51,0,5,6,1
26007,"2012",0.375,0.375,1,0,0,0,51,0,5,15,1
26007,"2014",0.75,0.375,1,0,0,0,51,0,5,15,1
10277,"2010",0.875,NA,1,0,NA,NA,54,0,3,14,6
10277,"2012",1,0.875,1,0,0,0,54,0,3,15,6
10277,"2014",0.875,1,1,0,0,0,54,0,3,15,6
8553,"2010",1,NA,1,0,NA,NA,63,0,5,15,5
8553,"2012",1,1,1,0,0,0,63,0,5,15,5
8553,"2014",1,1,1,0,0,0,63,0,5,NA,5
19254,"2010",0.625,NA,1,0,NA,NA,41,0,3,14,1
19254,"2012",0.25,0.625,1,0,0,0,41,0,3,15,1
19254,"2014",0.25,0.25,1,0,0,0,41,0,3,15,1
32590,"2010",0.375,NA,0,0,NA,NA,51,0,4,13,1
32590,"2012",0.375,0.375,0,0,0,0,51,0,4,15,1
32590,"2014",0.375,0.375,0,0,0,0,51,0,4,15,1
18958,"2010",0.625,NA,1,0,NA,NA,45,0,2,4,6
18958,"2012",0.875,0.625,1,0,0,0,45,0,2,15,6
18958,"2014",0.5,0.875,1,0,0,0,45,0,2,15,6
868,"2010",0.25,NA,1,0,NA,NA,62,1,5,15,1
868,"2012",0.5,0.25,1,0,0,0,62,1,5,15,1
868,"2014",0.5,0.5,1,0,0,0,62,1,5,NA,1
12702,"2010",0.875,NA,1,0,NA,NA,54,0,5,7,1
12702,"2012",0.75,0.875,1,0,0,0,54,0,5,NA,1
12702,"2014",0.875,0.75,1,0,0,0,54,0,5,NA,1
74710,"2010",0.5,NA,0,0,NA,NA,57,1,3,13,1
74710,"2012",0.5,0.5,0,0,0,0,57,1,3,15,1
74710,"2014",0.5,0.5,0,0,0,0,57,1,3,15,1
10331,"2010",1,NA,0,0,NA,NA,45,0,3,12,7
10331,"2012",0.875,1,0,0,0,0,45,0,3,15,7
10331,"2014",1,0.875,0,0,0,0,45,0,3,15,7
66,"2010",0.125,NA,1,0,NA,NA,49,1,5,8,3
66,"2012",0.125,0.125,1,0,0,0,49,1,5,15,NA
66,"2014",0,0.125,1,0,0,0,49,1,5,15,3
26787,"2010",0.75,NA,1,0,NA,NA,31,0,5,10,5
26787,"2012",0.625,0.75,1,0,0,0,31,0,5,15,5
26787,"2014",0.75,0.625,1,0,0,0,31,0,5,15,5
56298,"2010",1,NA,1,0,NA,NA,49,1,3,15,6
56298,"2012",0.75,1,1,0,0,0,49,1,3,15,6
56298,"2014",0.875,0.75,1,0,0,0,49,1,4,15,6
15692,"2010",1,NA,0,0,NA,NA,51,0,4,6,4
15692,"2012",1,1,0,1,0,1,51,0,4,15,4
15692,"2014",1,1,0,1,0,0,51,0,4,15,4
31884,"2010",0.375,NA,1,0,NA,NA,54,1,2,15,2
31884,"2012",0.25,0.375,1,0,0,0,54,1,3,15,2
31884,"2014",0.25,0.25,1,0,0,0,54,1,2,15,2
18806,"2010",0.5,NA,1,0,NA,NA,60,1,3,8,1
18806,"2012",0.25,0.5,1,0,0,0,60,1,3,15,1
18806,"2014",0.25,0.25,1,0,0,0,60,1,3,15,1
11366,"2010",0.625,NA,1,0,NA,NA,61,0,2,8,7
11366,"2012",0.75,0.625,1,0,0,0,61,0,2,15,7
11366,"2014",0.875,0.75,1,0,0,0,61,0,2,15,7
31016,"2010",0.75,NA,1,0,NA,NA,38,0,5,10,4
31016,"2012",1,0.75,1,0,0,0,38,0,5,15,4
31016,"2014",0.375,1,1,0,0,0,38,0,5,15,4
52326,"2010",0.375,NA,1,0,NA,NA,54,0,5,15,3
52326,"2012",0.125,0.375,1,0,0,0,54,0,5,NA,3
52326,"2014",0.25,0.125,1,0,0,0,54,0,5,NA,3
25639,"2010",1,NA,1,0,NA,NA,54,1,6,13,7
25639,"2012",1,1,1,0,0,0,54,1,6,15,7
25639,"2014",1,1,1,0,0,0,54,1,6,15,7
25327,"2010",0.875,NA,1,0,NA,NA,79,1,2,6,7
25327,"2012",0.875,0.875,1,0,0,0,79,1,2,15,7
25327,"2014",1,0.875,1,0,0,0,79,1,2,15,7
66176,"2010",0.375,NA,1,0,NA,NA,78,1,2,3,1
66176,"2012",0.375,0.375,1,0,0,0,78,1,2,15,1
66176,"2014",0.375,0.375,1,0,0,0,78,1,2,15,1
9159,"2010",0.5,NA,0,0,NA,NA,55,0,2,11,4
9159,"2012",0.375,0.5,0,0,0,0,55,0,2,15,4
9159,"2014",0.625,0.375,0,0,0,0,55,0,2,15,4
18196,"2010",0,NA,1,0,NA,NA,64,1,6,7,1
18196,"2012",0,0,1,0,0,0,64,1,6,15,1
18196,"2014",0,0,1,0,0,0,64,1,6,15,1
19188,"2010",1,NA,1,0,NA,NA,52,1,3,8,6
19188,"2012",1,1,1,0,0,0,52,1,3,15,7
19188,"2014",1,1,1,0,0,0,52,1,3,15,6
23268,"2010",1,NA,1,0,NA,NA,61,1,3,8,7
23268,"2012",1,1,1,0,0,0,61,1,3,15,7
23268,"2014",1,1,1,0,0,0,61,1,3,15,7
7607,"2010",0.75,NA,1,0,NA,NA,53,0,6,14,5
7607,"2012",0.75,0.75,1,0,0,0,53,0,6,15,5
7607,"2014",0.875,0.75,1,0,0,0,53,0,6,15,5
27234,"2010",1,NA,1,0,NA,NA,37,0,3,2,5
27234,"2012",1,1,1,0,0,0,37,0,3,15,5
27234,"2014",1,1,1,0,0,0,37,0,3,15,5
23416,"2010",0.25,NA,1,0,NA,NA,69,0,5,12,1
23416,"2012",0.125,0.25,1,0,0,0,69,0,5,15,1
23416,"2014",0,0.125,1,0,0,0,69,0,5,15,1
36045,"2010",1,NA,1,0,NA,NA,57,0,5,12,5
36045,"2012",1,1,1,0,0,0,57,0,5,15,5
36045,"2014",1,1,1,0,0,0,57,0,5,15,5
25714,"2010",0.25,NA,1,0,NA,NA,33,0,3,6,1
25714,"2012",0.25,0.25,1,0,0,0,33,0,4,15,1
25714,"2014",0.25,0.25,1,0,0,0,33,0,4,15,1
80951,"2010",0.375,NA,0,0,NA,NA,47,0,5,11,1
80951,"2012",0.5,0.375,0,0,0,0,47,0,5,15,1
80951,"2014",0.5,0.5,0,0,0,0,47,0,5,15,1
22572,"2010",0.5,NA,1,0,NA,NA,38,0,5,11,5
22572,"2012",0.5,0.5,1,0,0,0,38,0,5,15,5
22572,"2014",0.5,0.5,1,0,0,0,38,0,5,15,5
26606,"2010",0.75,NA,1,0,NA,NA,34,1,5,10,6
26606,"2012",0.5,0.75,1,0,0,0,34,1,5,15,6
26606,"2014",0.375,0.5,1,0,0,0,34,1,5,15,6
35959,"2010",1,NA,1,0,NA,NA,58,1,4,11,6
35959,"2012",1,1,1,0,0,0,58,1,4,15,7
35959,"2014",1,1,1,0,0,0,58,1,4,15,6
20366,"2010",0.5,NA,1,0,NA,NA,52,0,3,10,5
20366,"2012",1,0.5,1,0,0,0,52,0,3,15,5
20366,"2014",1,1,1,0,0,0,52,0,3,15,5
1283,"2010",0.25,NA,0,0,NA,NA,51,1,6,11,1
1283,"2012",0.5,0.25,0,0,0,0,51,1,6,15,1
1283,"2014",0,0.5,0,0,0,0,51,1,6,15,1
83166,"2010",1,NA,1,0,NA,NA,84,1,3,8,7
83166,"2012",0.75,1,1,0,0,0,84,1,3,15,7
83166,"2014",1,0.75,1,0,0,0,84,1,3,15,7
82905,"2010",1,NA,1,0,NA,NA,41,0,5,6,7
82905,"2012",1,1,1,0,0,0,41,0,5,15,7
82905,"2014",1,1,1,0,0,0,41,0,5,15,7
26933,"2010",0.125,NA,0,0,NA,NA,60,0,3,11,1
26933,"2012",0.125,0.125,0,0,0,0,60,0,3,15,1
26933,"2014",0,0.125,0,0,0,0,60,0,3,15,1
24902,"2010",0.875,NA,1,0,NA,NA,63,1,3,11,7
24902,"2012",0.5,0.875,1,0,0,0,63,1,3,15,7
24902,"2014",0.875,0.5,1,0,0,0,63,1,3,15,7
26258,"2010",0.75,NA,1,0,NA,NA,55,0,2,6,6
26258,"2012",1,0.75,1,0,0,0,55,0,2,15,6
26258,"2014",0.875,1,1,0,0,0,55,0,2,15,6
7895,"2010",1,NA,1,0,NA,NA,60,1,3,8,6
7895,"2012",1,1,1,0,0,0,60,1,3,15,6
7895,"2014",1,1,1,0,0,0,60,1,3,15,6
25668,"2010",0.75,NA,1,0,NA,NA,69,0,5,11,6
25668,"2012",0.75,0.75,1,0,0,0,69,0,5,15,7
25668,"2014",0.625,0.75,1,0,0,0,69,0,5,15,6
2419,"2010",0.75,NA,1,0,NA,NA,62,1,5,14,6
2419,"2012",0.875,0.75,1,0,0,0,62,1,5,15,4
2419,"2014",1,0.875,1,0,0,0,62,1,5,15,6
38761,"2010",1,NA,0,0,NA,NA,64,0,5,13,1
38761,"2012",0.75,1,0,1,0,1,64,0,5,15,1
38761,"2014",1,0.75,0,1,0,0,64,0,5,15,1
73293,"2010",0.75,NA,0,0,NA,NA,49,0,3,12,3
73293,"2012",0.625,0.75,0,0,0,0,49,0,3,15,2
73293,"2014",0.25,0.625,0,0,0,0,49,0,3,15,3
11495,"2010",1,NA,1,0,NA,NA,59,1,2,7,5
11495,"2012",1,1,1,0,0,0,59,1,2,15,7
11495,"2014",1,1,1,0,0,0,59,1,3,15,5
80572,"2010",0.75,NA,1,0,NA,NA,47,1,3,13,5
80572,"2012",0.75,0.75,1,0,0,0,47,1,4,15,6
80572,"2014",1,0.75,1,0,0,0,47,1,4,15,5
19551,"2010",0.5,NA,1,0,NA,NA,52,0,2,6,2
19551,"2012",0.625,0.5,1,0,0,0,52,0,2,15,2
19551,"2014",0.5,0.625,1,0,0,0,52,0,2,15,2
33049,"2010",0.875,NA,1,0,NA,NA,34,0,5,1,1
33049,"2012",0.625,0.875,1,0,0,0,34,0,5,15,1
33049,"2014",0.5,0.625,1,0,0,0,34,0,5,15,1
21501,"2010",0.625,NA,1,0,NA,NA,61,0,6,14,7
21501,"2012",0.625,0.625,1,0,0,0,61,0,5,15,7
21501,"2014",0.75,0.625,1,0,0,0,61,0,5,15,7
14856,"2010",0.25,NA,1,0,NA,NA,73,0,3,10,NA
14856,"2012",0.25,0.25,1,0,0,0,73,0,3,15,3
14856,"2014",0.25,0.25,1,0,0,0,73,0,3,15,8
7161,"2010",0.875,NA,1,0,NA,NA,64,0,5,13,7
7161,"2012",1,0.875,1,0,0,0,64,0,5,15,7
7161,"2014",1,1,1,0,0,0,64,0,5,15,7
26566,"2010",1,NA,1,0,NA,NA,73,1,3,6,3
26566,"2012",0.875,1,1,0,0,0,73,1,3,15,3
26566,"2014",1,0.875,1,0,0,0,73,1,3,15,3
4820,"2010",0.75,NA,1,0,NA,NA,64,0,5,11,5
4820,"2012",0.5,0.75,1,0,0,0,64,0,5,15,7
4820,"2014",0.25,0.5,1,0,0,0,64,0,5,NA,5
22266,"2010",1,NA,1,0,NA,NA,73,0,3,15,4
22266,"2012",1,1,1,0,0,0,73,0,3,NA,5
22266,"2014",1,1,1,0,0,0,73,0,3,15,4
1880,"2010",1,NA,1,0,NA,NA,64,0,4,8,5
1880,"2012",1,1,1,0,0,0,64,0,4,15,7
1880,"2014",1,1,1,0,0,0,64,0,4,15,5
28067,"2010",0.5,NA,1,0,NA,NA,61,0,5,6,1
28067,"2012",0.5,0.5,1,0,0,0,61,0,5,15,1
28067,"2014",0.75,0.5,1,0,0,0,61,0,5,15,1
9241,"2010",0.875,NA,1,0,NA,NA,57,0,5,14,7
9241,"2012",0.875,0.875,1,0,0,0,57,0,5,15,6
9241,"2014",0.75,0.875,1,0,0,0,57,0,5,15,7
9565,"2010",0.5,NA,0,0,NA,NA,68,0,3,11,5
9565,"2012",0.5,0.5,0,0,0,0,68,0,3,15,5
9565,"2014",0.5,0.5,0,0,0,0,68,0,3,15,5
16993,"2010",0.625,NA,1,0,NA,NA,51,0,2,12,6
16993,"2012",0.75,0.625,1,0,0,0,51,0,2,15,6
16993,"2014",0.75,0.75,1,0,0,0,51,0,2,15,6
12785,"2010",NA,NA,0,0,NA,NA,62,0,3,8,1
12785,"2012",0,NA,0,0,0,0,62,0,3,15,1
12785,"2014",0,0,0,0,0,0,62,0,3,15,1
